"","review_doi","type","id","compID","subID","name","group_label_1","group_label_2","graph_label_1","graph_label_2","chi2","ci_end","ci_start","ci_study","ci_total","df","effect_measure","effect_size","estimable","events_1","events_2","i2","i2_q","log_ci_end","log_ci_start","log_effect_size","method","no","p_chi2","p_q","p_z","q","random","scale","sort_by","studies","subgroups","subgroup_test","swap_events","tau2","total_1","total_2","totals","weight","z","study_id","study_year","study_ci_end","study_ci_start","study_effect_size","study_estimable","study_events_1","study_events_2","study_log_ci_end","study_log_ci_start","study_log_effect_size","study_o_e","study_order","study_se","study_total_1","study_total_2","study_var","study_weight","subgroup_type","subgroup_name","subgroup_chi2","subgroup_ci_end","subgroup_ci_start","subgroup_df","subgroup_effect_size","subgroup_estimable","subgroup_events_1","subgroup_events_2","subgroup_i2","subgroup_id","subgroup_log_ci_end","subgroup_log_ci_start","subgroup_log_effect_size","subgroup_no","subgroup_p_chi2","subgroup_p_z","subgroup_studies","subgroup_tau2","subgroup_total_1","subgroup_total_2","subgroup_weight","subgroup_z","sample_size_per_group","date","meta.table.size","study_log_se","study_log_var","review_year","review_topic","review_title","review_keywords"
"1","10.1002/14651858.CD000004.pub2","DICH","CMP-001.07",1,7,"Perinatal mortality","Treatment","Control",NA,NA,0.458361753971783,0.71139689197584,0.216413347936319,95,95,2,"RR",0.392371995820272,"YES",13,34,0,0,-0.147888036536647,-0.664715956336666,-0.406301996436656,"MH",7,0.795184855311627,1,0.00205867699553492,0,"NO",10,"STUDY",3,"NO","YES","NO",0,182,185,"YES",100,3.08163413528705,"STD-Varma-1973",1973,1.13582819458879,0.0550259275986955,0.25,"YES",2,8,0.0553126449446898,-1.25943262760061,-0.602059991327962,0,11,0.772287881187172,70,70,0.596428571428572,23.8244514106583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,"1973-07-15",3,0.335394202179925,0.112489270855908,2012,"[Pregnancy and Childbirth]","Abdominal decompression for suspected fetal compromise/pre‐eclampsia","Estriol [blood]; Female; Fetal Development; Fetal Diseases [*prevention & control]; Fetal Distress [therapy]; Humans; Lower Body Negative Pressure [*methods]; Pregnancy; Pregnancy Outcome; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic"
"2","10.1002/14651858.CD000004.pub2","DICH","CMP-001.07",1,7,"Perinatal mortality","Treatment","Control",NA,NA,0.458361753971783,0.71139689197584,0.216413347936319,95,95,2,"RR",0.392371995820272,"YES",13,34,0,0,-0.147888036536647,-0.664715956336666,-0.406301996436656,"MH",7,0.795184855311627,1,0.00205867699553492,0,"NO",10,"STUDY",3,"NO","YES","NO",0,182,185,"YES",100,3.08163413528705,"STD-MacRae-1971",1971,5.20415761269318,0.0480385143198273,0.5,"YES",1,2,0.716350441096001,-1.31841043242396,-0.301029995663981,0,10,1.19522860933439,28,28,1.42857142857143,5.95611285266458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,"1971-07-15",3,0.519071651408154,0.269435379295588,2012,"[Pregnancy and Childbirth]","Abdominal decompression for suspected fetal compromise/pre‐eclampsia","Estriol [blood]; Female; Fetal Development; Fetal Diseases [*prevention & control]; Fetal Distress [therapy]; Humans; Lower Body Negative Pressure [*methods]; Pregnancy; Pregnancy Outcome; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic"
"3","10.1002/14651858.CD000004.pub2","DICH","CMP-001.07",1,7,"Perinatal mortality","Treatment","Control",NA,NA,0.458361753971783,0.71139689197584,0.216413347936319,95,95,2,"RR",0.392371995820272,"YES",13,34,0,0,-0.147888036536647,-0.664715956336666,-0.406301996436656,"MH",7,0.795184855311627,1,0.00205867699553492,0,"NO",10,"STUDY",3,"NO","YES","NO",0,182,185,"YES",100,3.08163413528705,"STD-Blecher-1967",1967,0.846754439720572,0.219937845932199,0.431547619047619,"YES",10,24,-0.0722425175754597,-0.657700032734279,-0.364971275154869,0,9,0.34390064246573,84,87,0.118267651888342,70.2194357366771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,"1967-07-15",3,0.14935140692827,0.0223058427514537,2012,"[Pregnancy and Childbirth]","Abdominal decompression for suspected fetal compromise/pre‐eclampsia","Estriol [blood]; Female; Fetal Development; Fetal Diseases [*prevention & control]; Fetal Distress [therapy]; Humans; Lower Body Negative Pressure [*methods]; Pregnancy; Pregnancy Outcome; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic"
"4","10.1002/14651858.CD000009.pub4","DICH","CMP-001.02",1,2,"Long-term smoking cessation","Treatment","Control","Favours Control","Favours Treatment",4.61076567442687,3.27742040862579,0.981859300089824,95,95,2,"RR",1.7938689217759,"YES",27,15,56.6232564996137,0,0.515532153752103,-0.00795074192033701,0.253790705915883,"MH",2,0.0997207781648778,1,0.0573770419700569,0,"NO",61.5559143644626,"STUDY",3,"NO","YES","NO",0,197,196,"YES",100,1.90042749177952,"STD-Leung-1991",1991,32.7682533237428,0.458236966482438,3.875,"YES",4,1,1.5154532924023,-0.338909878717638,0.588271706842329,0,2550,1.08926210596159,32,31,1.18649193548387,6.76532769556025,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.5,"1991-07-15",3,0.47305182936733,0.223778033267777,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"5","10.1002/14651858.CD000009.pub4","DICH","CMP-006.02",6,2,"Long-term smoking cessation","Experimental","Control","Favours control","Favours active treatment",6.40622977416025,2.74352014212262,0.785047313660294,95,95,5,"RR",1.46758070222604,"YES",29,16,21.9509730954754,72.4704356448894,0.438308153006892,-0.105104168168924,0.166601992418984,"IV",2,0.268672628631073,0.0566632459475696,0.229444697156523,3.63245849843737,"NO",100,"WEIGHT",6,"YES","YES","NO",0,286,284,"YES",100,1.20179058210267,"STD-Martin-1981a",1981,1.91178668431119,0.130767727409961,0.5,"YES",3,6,0.281439432398862,-0.883499423726824,-0.301029995663981,0,115,0.684290850628567,63,63,0.468253968253968,21.7596898070473,"DICH","Indwelling needles",2.76418891768825,2.3234991230871,0.622994012295369,3,1.20313176387992,"YES",19,16,0,"CMP-006.02.01",0.366142512907633,-0.205516127401147,0.0803131927532433,1,0.429429121561852,0.581827932448976,4,0,220,226,90.3619134114656,0.550716648644565,285,"1981-07-15",6,0.297178279623899,0.0883149298802206,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"6","10.1002/14651858.CD000009.pub4","DICH","CMP-002.01",2,1,"Short-term smoking cessation","Treatment","Control","Favours control","Favours treatment",33.6107505942796,1.38015396470838,1.07681661689063,95,95,18,"RR",1.2190868398377,"YES",419,295,46.4457065619251,0,0.139927537338526,0.0321417487448944,0.0860346430417104,"MH",1,0.0140636114138838,1,0.00175469492513596,0,"NO",10,"WEIGHT",19,"NO","YES","NO",0,1415,1173,"YES",100,3.12888747180302,"STD-Parker-1977b",1977,8.03957388206578,0.0162199186773808,0.361111111111111,"YES",0,1,0.905233030642515,-1.78995132756342,-0.44235914846045,0,2575,1.5831646333879,11,12,2.50641025641026,0.46295452197151,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294,"1977-07-15",19,0.687547030154574,0.472720918674375,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"7","10.1002/14651858.CD000009.pub4","DICH","CMP-002.02",2,2,"Long-term smoking cessation","Treatment","Control","Favours control","Favours treatment",12.9737502188363,1.40137637211853,0.863514247125458,95,95,10,"RR",1.10004930021765,"YES",122,97,22.9212846607668,0,0.146554790804874,-0.0637304926107947,0.0414121490970396,"MH",2,0.22514327936925,1,0.4401358323436,0,"NO",10,"WEIGHT",11,"NO","YES","NO",0,997,895,"YES",100,0.771963871500793,"STD-Waite-1998",1998,183.013098404435,0.598225191314582,10.4634146341463,"YES",5,0,2.26248217367139,-0.223135302741411,1.01967343546499,0,2589,1.46006400964982,40,38,2.13178691227472,0.492194812510381,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,"1998-07-15",11,0.634086090921632,0.402065170700276,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"8","10.1002/14651858.CD000009.pub4","DICH","CMP-003.03",3,3,"Interventions of unknown effectiveness","Acupuncture","Other intervention","Favours other","Favours acupuncture",0,0,0,95,95,0,"RR",0,"NO",178,130,0,0,-Inf,-Inf,-Inf,"MH",3,0,0,0,0,"NO",10.7249236643734,"WEIGHT",4,"YES","NO","NO",0,888,914,"NO",0,0,"STD-Labadie-1983",1983,1.67401821219361,0.448687538546468,0.866666666666667,"YES",13,15,0.223760178515165,-0.348055992012854,-0.0621479067488445,0,85,0.335887649103853,65,65,0.112820512820513,0,"DICH","Long-term smoking cessation",0,0,0,2,0,"NO",51,40,0,"CMP-003.03.02",-Inf,-Inf,-Inf,2,0,0,3,0,429,427,0,0,901,"1983-07-15",7,0.145871472073474,0.0212784863648824,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"9","10.1002/14651858.CD000009.pub4","DICH","CMP-006.01",6,1,"Short-term smoking cessation","Experimental","Control","Favours control","Favours active treatment",15.5153765690697,2.1581097750055,1.31572379400982,95,95,13,"RR",1.68507459213529,"YES",142,80,16.2121528786107,88.3889528320686,0.334073531851342,0.119164728694812,0.226619130273077,"MH",1,0.276292031002652,0.00333867513080266,3.57243178521507e-05,8.61248762094347,"NO",11.9249366048872,"WEIGHT",14,"YES","YES","NO",0,600,555,"YES",100,4.13352386704708,"STD-Gillams-1984",1984,2.39549418912675,0.491271294762254,1.08482142857143,"YES",9,8,0.379395121705018,-0.30867861117672,0.0353582552641494,0,101,0.404177916714642,28,27,0.163359788359788,10.0395943467715,"DICH","Indwelling needles",2.25547738383682,1.6878343995506,0.90753818993196,6,1.23764864799064,"YES",75,57,0,"CMP-006.01.01",0.227329833942827,-0.0421350904486098,0.0925973717471087,1,0.894767419436099,0.177973331388266,7,0,346,313,69.9726700266511,1.34702142846438,577.5,"1984-07-15",14,0.175529013490239,0.0308104345768566,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"10","10.1002/14651858.CD000009.pub4","DICH","CMP-002.01",2,1,"Short-term smoking cessation","Treatment","Control","Favours control","Favours treatment",33.6107505942796,1.38015396470838,1.07681661689063,95,95,18,"RR",1.2190868398377,"YES",419,295,46.4457065619251,0,0.139927537338526,0.0321417487448944,0.0860346430417104,"MH",1,0.0140636114138838,1,0.00175469492513596,0,"NO",10,"WEIGHT",19,"NO","YES","NO",0,1415,1173,"YES",100,3.12888747180302,"STD-White-1998",1998,1.6123375779298,0.545113047063317,0.9375,"YES",15,16,0.207455975982249,-0.263513423182736,-0.0280287236002435,0,2580,0.276649756405637,38,38,0.0765350877192982,5.14393913301678,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294,"1998-07-15",19,0.120145254889027,0.0144348822723492,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"11","10.1002/14651858.CD000009.pub4","DICH","CMP-003.03",3,3,"Interventions of unknown effectiveness","Acupuncture","Other intervention","Favours other","Favours acupuncture",0,0,0,95,95,0,"RR",0,"NO",178,130,0,0,-Inf,-Inf,-Inf,"MH",3,0,0,0,0,"NO",10.7249236643734,"WEIGHT",4,"YES","NO","NO",0,888,914,"NO",0,0,"STD-Cottraux-1983",1983,1.96352329911946,0.622150319656138,1.10526315789474,"YES",21,19,0.293036058964716,-0.206104671402535,0.0434656937810903,0,85,0.293197735804187,140,140,0.0859649122807017,0,"DICH","Long-term smoking cessation",0,0,0,2,0,"NO",51,40,0,"CMP-003.03.02",-Inf,-Inf,-Inf,2,0,0,3,0,429,427,0,0,901,"1983-07-15",7,0.127331818971237,0.016213392122524,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"12","10.1002/14651858.CD000009.pub4","DICH","CMP-006.01",6,1,"Short-term smoking cessation","Experimental","Control","Favours control","Favours active treatment",15.5153765690697,2.1581097750055,1.31572379400982,95,95,13,"RR",1.68507459213529,"YES",142,80,16.2121528786107,88.3889528320686,0.334073531851342,0.119164728694812,0.226619130273077,"MH",1,0.276292031002652,0.00333867513080266,3.57243178521507e-05,8.61248762094347,"NO",11.9249366048872,"WEIGHT",14,"YES","YES","NO",0,600,555,"YES",100,4.13352386704708,"STD-Martin-1981b",1981,2.41650049537272,0.357026691766401,0.928846153846154,"YES",7,8,0.383186888503501,-0.447299314270076,-0.032056212883287,0,106,0.487831706482204,65,69,0.237979773849339,9.56597808894144,"DICH","Indwelling needles",2.25547738383682,1.6878343995506,0.90753818993196,6,1.23764864799064,"YES",75,57,0,"CMP-006.01.01",0.227329833942827,-0.0421350904486098,0.0925973717471087,1,0.894767419436099,0.177973331388266,7,0,346,313,69.9726700266511,1.34702142846438,577.5,"1981-07-15",14,0.211858725197341,0.0448841194422425,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
"13","10.1002/14651858.CD000009.pub4","DICH","CMP-002.01",2,1,"Short-term smoking cessation","Treatment","Control","Favours control","Favours treatment",33.6107505942796,1.38015396470838,1.07681661689063,95,95,18,"RR",1.2190868398377,"YES",419,295,46.4457065619251,0,0.139927537338526,0.0321417487448944,0.0860346430417104,"MH",1,0.0140636114138838,1,0.00175469492513596,0,"NO",10,"WEIGHT",19,"NO","YES","NO",0,1415,1173,"YES",100,3.12888747180302,"STD-Steiner-1982",1982,14.6404934794201,0.0683037085741465,1,"YES",1,1,1.16555571550496,-1.16555571550496,0,0,2576,1.36930639376292,16,16,1.875,0.321496195813549,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1294,"1982-07-15",19,0.594671283420899,0.35363393532546,2014,"[Tobacco Addiction]","Acupuncture and related interventions for smoking cessation","*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome"
